,fiscal_year,buyer_name,tender/stage,tender/mainProcurementCategory,avg_duration
1517,2020-21,Department of Handloom Textile and Sericulture,AOC,Works,225.0
1518,2020-21,Department of Handloom Textile and Sericulture,Technical Bid Opening,Goods,365.0
1519,2020-21,Department of Handloom Textile and Sericulture,To be Opened,Goods,365.0
1520,2020-21,Department of Higher Education,Technical Evaluation,Services,90.0
1521,2020-21,Department of Higher Education,Technical Evaluation,Works,180.0
1522,2020-21,Department of Labour and Welfare,AOC,Goods,120.0
1523,2020-21,Department of Labour and Welfare,AOC,Services,120.0
1524,2020-21,Department of Labour and Welfare,Bid Opening,Goods,90.0
1525,2020-21,Department of Labour and Welfare,Technical Evaluation,Services,180.0
1526,2020-21,Department of Labour and Welfare,To be Opened,Services,180.0
1527,2020-21,Department of Science and Technology,Technical Bid Opening,Goods,180.0
1528,2020-21,Department of Tourism,To be Opened,Services,180.0
1529,2020-21,Department of Water Resources,AOC,Services,120.0
1530,2020-21,Department of Water Resources,AOC,Works,180.0
1531,2020-21,Department of Water Resources,Financial Bid Opening,Works,180.0
1532,2020-21,Department of Water Resources,Financial Evaluation,Works,180.0
1533,2020-21,Department of Water Resources,Technical Bid Opening,Works,180.0
1534,2020-21,Department of Water Resources,Technical Evaluation,Services,120.0
1535,2020-21,Department of Water Resources,Technical Evaluation,Works,180.0
1536,2020-21,Department of Water Resources,To be Opened,Services,120.0
1537,2020-21,Department of Water Resources,To be Opened,Works,180.0
1538,2020-21,Dibrugarh University,AOC,Goods,45.0
1539,2020-21,Dibrugarh University,AOC,Works,135.0
1540,2020-21,Dibrugarh University,Technical Evaluation,Goods,90.0
1541,2020-21,Dibrugarh University,To be Opened,Goods,112.5
1542,2020-21,Dibrugarh University,To be Opened,Services,180.0
1543,2020-21,Director- Fire and Emergency Services-Assam,AOC,Goods,365.0
1544,2020-21,Director- Fire and Emergency Services-Assam,AOC,Works,224.4
1545,2020-21,Directorate of Agriculture and Assam Seed Corporation,AOC,Goods,120.0
1546,2020-21,Directorate of Agriculture and Assam Seed Corporation,AOC,Works,67.5
1547,2020-21,Directorate of Agriculture and Assam Seed Corporation,Financial Evaluation,Goods,420.0
1548,2020-21,Directorate of Agriculture and Assam Seed Corporation,Financial Evaluation,Services,180.0
1549,2020-21,Directorate of Agriculture and Assam Seed Corporation,Technical Bid Opening,Goods,120.0
1550,2020-21,Directorate of Agriculture and Assam Seed Corporation,Technical Bid Opening,Works,90.0
1551,2020-21,Directorate of Agriculture and Assam Seed Corporation,Technical Evaluation,Goods,420.0
1552,2020-21,Directorate of Agriculture and Assam Seed Corporation,To be Opened,Goods,303.3333333333333
1553,2020-21,Directorate of Agriculture and Assam Seed Corporation,To be Opened,Services,180.0
1554,2020-21,Directorate of Horticulture Assam,Bid Opening,Services,90.0
1555,2020-21,Directorate of Horticulture Assam,Technical Bid Opening,Goods,365.0
1556,2020-21,Directorate of Horticulture Assam,Technical Evaluation,Goods,120.0
1557,2020-21,Directorate of Horticulture Assam,To be Opened,Goods,365.0
1558,2020-21,Directorate of Horticulture Assam,To be Opened,Services,90.0
1559,2020-21,Directorate of Land Records and Survey etc. Assam,AOC,Goods,180.0
1560,2020-21,Directorate of Land Records and Survey etc. Assam,AOC,Works,180.0
1561,2020-21,Directorate of Land Records and Survey etc. Assam,To be Opened,Goods,180.0
1562,2020-21,Directorate of Sports and Youth Welfare - Assam,AOC,Goods,60.0
1563,2020-21,Directorate of Sports and Youth Welfare - Assam,AOC,Services,30.0
1564,2020-21,Directorate of Sports and Youth Welfare - Assam,Technical Bid Opening,Goods,45.0
1565,2020-21,Elementary Education Department,AOC,Goods,210.0
1566,2020-21,Elementary Education Department,AOC,Services,360.0
1567,2020-21,Elementary Education Department,Technical Bid Opening,Goods,210.0
1568,2020-21,Elementary Education Department,Technical Bid Opening,Services,180.0
1569,2020-21,Excise Department,Financial Bid Opening,Goods,999.0
1570,2020-21,Finance Department - World Bank Tenders,AOC,Goods,180.0
1571,2020-21,Finance Department - World Bank Tenders,AOC,Services,144.0
1572,2020-21,Finance Department - World Bank Tenders,Bid Opening,Services,180.0
1573,2020-21,Finance Department - World Bank Tenders,Evaluation,Services,180.0
1574,2020-21,Finance Department - World Bank Tenders,Financial Bid Opening,Goods,120.0
1575,2020-21,Finance Department - World Bank Tenders,Financial Bid Opening,Services,150.0
1576,2020-21,Finance Department - World Bank Tenders,Financial Evaluation,Services,90.0
1577,2020-21,Finance Department - World Bank Tenders,Technical Evaluation,Services,120.0
1578,2020-21,Finance Department - World Bank Tenders,To be Opened,Services,130.0
1579,2020-21,Food Civil Supplies and Consumer Affairs Department,AOC,Goods,365.0
1580,2020-21,Food Civil Supplies and Consumer Affairs Department,AOC,Services,365.0
1581,2020-21,Food Civil Supplies and Consumer Affairs Department,Financial Bid Opening,Goods,365.0
1582,2020-21,Food Civil Supplies and Consumer Affairs Department,Financial Bid Opening,Services,180.0
1583,2020-21,Food Civil Supplies and Consumer Affairs Department,To be Opened,Goods,365.0
1584,2020-21,Gauhati High Court - Guwahati,Financial Bid Opening,Goods,60.0
1585,2020-21,Gauhati High Court - Guwahati,Technical Bid Opening,Goods,60.0
1586,2020-21,Gauhati University,AOC,Works,180.0
1587,2020-21,Gauhati University,Technical Bid Opening,Works,180.0
1588,2020-21,General Administration Department,AOC,Goods,10.0
1589,2020-21,General Administration Department,Financial Bid Opening,Goods,15.0
1590,2020-21,Guwahati Metropolitan Development Authority,Bid Opening,Works,120.0
1591,2020-21,Guwahati Metropolitan Development Authority,Financial Evaluation,Services,180.0
1592,2020-21,Guwahati Metropolitan Development Authority,Technical Bid Opening,Works,124.28571428571429
1593,2020-21,Guwahati Metropolitan Development Authority,Technical Evaluation,Services,170.0
1594,2020-21,Guwahati Metropolitan Development Authority,Technical Evaluation,Works,120.0
1595,2020-21,Guwahati Metropolitan Development Authority,To be Opened,Goods,120.0
1596,2020-21,Guwahati Metropolitan Development Authority,To be Opened,Services,150.0
1597,2020-21,Guwahati Metropolitan Development Authority,To be Opened,Works,122.72727272727273
1598,2020-21,Guwahati Municipal Corporation,AOC,Goods,90.0
1599,2020-21,Guwahati Municipal Corporation,AOC,Services,999.0
1600,2020-21,Guwahati Municipal Corporation,AOC,Works,100.0
1601,2020-21,Guwahati Municipal Corporation,Bid Opening,Goods,90.0
1602,2020-21,Guwahati Municipal Corporation,Financial Bid Opening,Goods,90.0
1603,2020-21,Guwahati Municipal Corporation,Financial Bid Opening,Works,90.0
1604,2020-21,Guwahati Municipal Corporation,Financial Evaluation,Works,90.0
1605,2020-21,Guwahati Municipal Corporation,Technical Bid Opening,Goods,90.0
1606,2020-21,Guwahati Municipal Corporation,Technical Bid Opening,Works,90.0
1607,2020-21,Guwahati Municipal Corporation,Technical Evaluation,Works,90.0
1608,2020-21,Guwahati Municipal Corporation,To be Opened,Goods,90.0
1609,2020-21,Guwahati Municipal Corporation,To be Opened,Services,463.0
1610,2020-21,Guwahati Municipal Corporation,To be Opened,Works,91.87074829931973
1611,2020-21,Guwahati Smart City Ltd.,Financial Evaluation,Works,180.0
1612,2020-21,Guwahati Smart City Ltd.,To be Opened,Works,180.0
1613,2020-21,Health and Family Welfare Department,AOC,Goods,372.60869565217394
1614,2020-21,Health and Family Welfare Department,AOC,Services,340.75
1615,2020-21,Health and Family Welfare Department,Financial Bid Opening,Goods,211.66666666666666
1616,2020-21,Health and Family Welfare Department,Financial Bid Opening,Services,333.3333333333333
1617,2020-21,Health and Family Welfare Department,Financial Evaluation,Goods,272.5
1618,2020-21,Health and Family Welfare Department,Financial Evaluation,Services,180.0
1619,2020-21,Health and Family Welfare Department,Technical Bid Opening,Goods,376.25
1620,2020-21,Health and Family Welfare Department,Technical Bid Opening,Services,476.6666666666667
1621,2020-21,Health and Family Welfare Department,Technical Evaluation,Goods,365.0
1622,2020-21,Health and Family Welfare Department,Technical Evaluation,Services,365.0
1623,2020-21,Health and Family Welfare Department,To be Opened,Goods,339.3103448275862
1624,2020-21,Health and Family Welfare Department,To be Opened,Services,408.125
1625,2020-21,Higher Education (Technical) Department,AOC,Goods,90.0
1626,2020-21,Higher Education (Technical) Department,Financial Evaluation,Goods,180.0
1627,2020-21,Higher Education (Technical) Department,Technical Bid Opening,Goods,180.0
1628,2020-21,Hill Areas Department,AOC,Goods,180.0
1629,2020-21,Hill Areas Department,To be Opened,Goods,180.0
1630,2020-21,Home B,AOC,Goods,90.0
1631,2020-21,Home B,Financial Bid Opening,Goods,90.0
1632,2020-21,Home B,Financial Evaluation,Goods,365.0
1633,2020-21,Home B,Technical Bid Opening,Goods,120.0
1634,2020-21,Home B,To be Opened,Goods,312.3611111111111
1635,2020-21,Industries and Commerce Department,AOC,Goods,162.0
1636,2020-21,Industries and Commerce Department,AOC,Services,106.66666666666667
1637,2020-21,Industries and Commerce Department,AOC,Works,195.19607843137254
1638,2020-21,Industries and Commerce Department,Financial Bid Opening,Goods,153.0
1639,2020-21,Industries and Commerce Department,Financial Bid Opening,Services,160.0
1640,2020-21,Industries and Commerce Department,Financial Bid Opening,Works,166.66666666666666
1641,2020-21,Industries and Commerce Department,Financial Evaluation,Goods,156.0
1642,2020-21,Industries and Commerce Department,Financial Evaluation,Services,180.0
1643,2020-21,Industries and Commerce Department,Technical Bid Opening,Goods,242.0
1644,2020-21,Industries and Commerce Department,Technical Bid Opening,Services,125.0
1645,2020-21,Industries and Commerce Department,Technical Bid Opening,Works,175.3846153846154
1646,2020-21,Industries and Commerce Department,Technical Evaluation,Goods,262.22222222222223
1647,2020-21,Industries and Commerce Department,Technical Evaluation,Services,144.0
1648,2020-21,Industries and Commerce Department,To be Opened,Goods,131.25
1649,2020-21,Industries and Commerce Department,To be Opened,Services,120.0
1650,2020-21,Industries and Commerce Department,To be Opened,Works,167.5
1651,2020-21,Information and Public Relations Department,AOC,Services,90.0
1652,2020-21,Information and Public Relations Department,Financial Bid Opening,Goods,227.5
1653,2020-21,Information and Public Relations Department,Financial Evaluation,Services,365.0
1654,2020-21,Information and Public Relations Department,Technical Bid Opening,Goods,365.0
1655,2020-21,Information and Public Relations Department,To be Opened,Goods,90.0
1656,2020-21,Irrigation Department,AOC,Goods,180.0
1657,2020-21,Irrigation Department,AOC,Works,193.7719298245614
1658,2020-21,Irrigation Department,Financial Bid Opening,Goods,180.0
1659,2020-21,Irrigation Department,Financial Bid Opening,Works,180.0
1660,2020-21,Irrigation Department,Financial Evaluation,Works,180.0
1661,2020-21,Irrigation Department,Technical Bid Opening,Works,180.0
1662,2020-21,Irrigation Department,Technical Evaluation,Works,180.0
1663,2020-21,Irrigation Department,To be Opened,Works,271.6666666666667
1664,2020-21,Karbi Anglong Autonomous Council,AOC,Works,180.0
1665,2020-21,Karbi Anglong Autonomous Council,Financial Bid Opening,Works,180.0
1666,2020-21,Karbi Anglong Autonomous Council,Financial Evaluation,Goods,180.0
1667,2020-21,Karbi Anglong Autonomous Council,Technical Evaluation,Works,180.0
1668,2020-21,Karbi Anglong Autonomous Council,To be Opened,Works,180.0
1669,2020-21,National Health Mission,AOC,Goods,88.26923076923077
1670,2020-21,National Health Mission,AOC,Services,135.0
1671,2020-21,National Health Mission,AOC,Works,180.0
1672,2020-21,National Health Mission,Bid Opening,Goods,90.0
1673,2020-21,National Health Mission,Evaluation,Goods,90.0
1674,2020-21,National Health Mission,Evaluation,Services,180.0
1675,2020-21,National Health Mission,Financial Bid Opening,Goods,120.0
1676,2020-21,National Health Mission,Financial Bid Opening,Services,105.0
1677,2020-21,National Health Mission,Financial Bid Opening,Works,218.57142857142858
1678,2020-21,National Health Mission,Financial Evaluation,Goods,144.0
1679,2020-21,National Health Mission,Financial Evaluation,Works,206.25
1680,2020-21,National Health Mission,Technical Bid Opening,Goods,90.0
1681,2020-21,National Health Mission,Technical Bid Opening,Works,189.0
1682,2020-21,National Health Mission,Technical Evaluation,Goods,131.25
1683,2020-21,National Health Mission,Technical Evaluation,Services,157.5
1684,2020-21,National Health Mission,Technical Evaluation,Works,219.5121951219512
1685,2020-21,National Health Mission,To be Opened,Goods,157.5
1686,2020-21,National Health Mission,To be Opened,Services,142.5
1687,2020-21,National Health Mission,To be Opened,Works,204.54545454545453
1688,2020-21,North Cachar Hills Autonomous Council,Technical Evaluation,Works,180.0
1689,2020-21,Office of the Chief Electoral Officer Assam,AOC,Goods,90.0
1690,2020-21,Office of the Chief Electoral Officer Assam,AOC,Services,180.0
1691,2020-21,Office of the Chief Electoral Officer Assam,Technical Bid Opening,Services,180.0
1692,2020-21,Office of the Chief Electoral Officer Assam,To be Opened,Goods,90.0
1693,2020-21,Pollution Control Board,Technical Evaluation,Works,180.0
1694,2020-21,Pollution Control Board,To be Opened,Works,180.0
1695,2020-21,Pr. Chief Conservator of Forest and Head of Forest Force,AOC,Works,367.6666666666667
1696,2020-21,Pr. Chief Conservator of Forest and Head of Forest Force,Financial Bid Opening,Works,277.62068965517244
1697,2020-21,Pr. Chief Conservator of Forest and Head of Forest Force,Financial Evaluation,Works,530.0526315789474
1698,2020-21,Pr. Chief Conservator of Forest and Head of Forest Force,Technical Bid Opening,Works,444.95238095238096
1699,2020-21,Pr. Chief Conservator of Forest and Head of Forest Force,Technical Evaluation,Works,733.6875
1700,2020-21,Pr. Chief Conservator of Forest and Head of Forest Force,To be Opened,Goods,300.0
1701,2020-21,Pr. Chief Conservator of Forest and Head of Forest Force,To be Opened,Works,361.8863636363636
1702,2020-21,Principal Secretary- P and RD- Assam Secretariat,AOC,Works,291.42857142857144
1703,2020-21,Principal Secretary- P and RD- Assam Secretariat,Financial Bid Opening,Goods,180.0
1704,2020-21,Principal Secretary- P and RD- Assam Secretariat,Financial Bid Opening,Works,180.0
1705,2020-21,Principal Secretary- P and RD- Assam Secretariat,Financial Evaluation,Works,171.8181818181818
1706,2020-21,Principal Secretary- P and RD- Assam Secretariat,Technical Bid Opening,Goods,120.0
1707,2020-21,Principal Secretary- P and RD- Assam Secretariat,Technical Bid Opening,Works,180.0
1708,2020-21,Principal Secretary- P and RD- Assam Secretariat,Technical Evaluation,Goods,180.0
1709,2020-21,Principal Secretary- P and RD- Assam Secretariat,Technical Evaluation,Works,180.0
1710,2020-21,Principal Secretary- P and RD- Assam Secretariat,To be Opened,Goods,140.0
1711,2020-21,Principal Secretary- P and RD- Assam Secretariat,To be Opened,Services,180.0
1712,2020-21,Principal Secretary- P and RD- Assam Secretariat,To be Opened,Works,218.0
1713,2020-21,Principal Secretary-Department of Information Technology,AOC,Goods,180.0
1714,2020-21,Principal Secretary-Department of Information Technology,AOC,Services,165.0
1715,2020-21,Principal Secretary-Department of Information Technology,Technical Evaluation,Goods,90.0
1716,2020-21,Principal Secretary-Department of Information Technology,To be Opened,Goods,180.0
1717,2020-21,Principal Secretary-Department of Information Technology,To be Opened,Services,180.0
1718,2020-21,Principal Secretary-Department of Information Technology,To be Opened,Works,180.0
1719,2020-21,Public Health Engineering Department,AOC,Goods,112.5
1720,2020-21,Public Health Engineering Department,AOC,Services,110.0
1721,2020-21,Public Health Engineering Department,AOC,Works,90.75
1722,2020-21,Public Health Engineering Department,Bid Opening,Works,90.0
1723,2020-21,Public Health Engineering Department,Evaluation,Goods,90.0
1724,2020-21,Public Health Engineering Department,Financial Bid Opening,Services,90.0
1725,2020-21,Public Health Engineering Department,Financial Evaluation,Goods,180.0
1726,2020-21,Public Health Engineering Department,Technical Bid Opening,Goods,90.0
1727,2020-21,Public Health Engineering Department,Technical Evaluation,Services,90.0
1728,2020-21,Public Health Engineering Department,Technical Evaluation,Works,90.0
1729,2020-21,Public Health Engineering Department,To be Opened,Goods,90.0
1730,2020-21,Public Health Engineering Department,To be Opened,Works,90.0
1731,2020-21,Public Works Building and NH Department,AOC,Works,179.1346153846154
1732,2020-21,Public Works Building and NH Department,Financial Bid Opening,Works,178.8118811881188
1733,2020-21,Public Works Building and NH Department,Financial Evaluation,Goods,180.0
1734,2020-21,Public Works Building and NH Department,Financial Evaluation,Works,168.0
1735,2020-21,Public Works Building and NH Department,Technical Bid Opening,Works,180.0
1736,2020-21,Public Works Building and NH Department,Technical Evaluation,Goods,180.0
1737,2020-21,Public Works Building and NH Department,Technical Evaluation,Works,180.0
1738,2020-21,Public Works Building and NH Department,To be Opened,Goods,180.0
1739,2020-21,Public Works Building and NH Department,To be Opened,Works,175.3125
1740,2020-21,Public Works Roads Department,AOC,Goods,150.0
1741,2020-21,Public Works Roads Department,AOC,Services,90.0
1742,2020-21,Public Works Roads Department,AOC,Works,167.06896551724137
1743,2020-21,Public Works Roads Department,Bid Opening,Works,90.0
1744,2020-21,Public Works Roads Department,Evaluation,Works,90.0
1745,2020-21,Public Works Roads Department,Financial Bid Opening,Goods,180.0
1746,2020-21,Public Works Roads Department,Financial Bid Opening,Works,170.91370558375635
1747,2020-21,Public Works Roads Department,Financial Evaluation,Goods,180.0
1748,2020-21,Public Works Roads Department,Financial Evaluation,Works,128.07692307692307
1749,2020-21,Public Works Roads Department,Technical Bid Opening,Works,138.64864864864865
1750,2020-21,Public Works Roads Department,Technical Evaluation,Works,145.31393568147013
1751,2020-21,Public Works Roads Department,To be Opened,Works,168.58096828046746
1752,2020-21,Rashtriya Madhyamik Siksha Abhijan,Financial Evaluation,Goods,90.0
1753,2020-21,Rashtriya Madhyamik Siksha Abhijan,Financial Evaluation,Services,90.0
1754,2020-21,Rashtriya Madhyamik Siksha Abhijan,Financial Evaluation,Works,180.0
1755,2020-21,Rashtriya Madhyamik Siksha Abhijan,Technical Evaluation,Goods,90.0
1756,2020-21,Rashtriya Madhyamik Siksha Abhijan,Technical Evaluation,Services,227.5
1757,2020-21,Rashtriya Madhyamik Siksha Abhijan,To be Opened,Goods,227.5
1758,2020-21,Rashtriya Madhyamik Siksha Abhijan,To be Opened,Services,365.0
1759,2020-21,SECONDARY EDUCATION DEPARTMENT ASSAM,AOC,Goods,60.0
1760,2020-21,SECONDARY EDUCATION DEPARTMENT ASSAM,To be Opened,Goods,60.0
1761,2020-21,Skill Employment and Entrepreneurship Department,AOC,Services,150.0
1762,2020-21,Skill Employment and Entrepreneurship Department,AOC,Works,180.0
1763,2020-21,Skill Employment and Entrepreneurship Department,Financial Bid Opening,Services,180.0
1764,2020-21,Skill Employment and Entrepreneurship Department,Financial Evaluation,Services,120.0
1765,2020-21,Skill Employment and Entrepreneurship Department,Financial Evaluation,Works,180.0
1766,2020-21,Skill Employment and Entrepreneurship Department,To be Opened,Services,180.0
1767,2020-21,Social Welfare Department,AOC,Goods,90.0
1768,2020-21,Social Welfare Department,Evaluation,Works,120.0
1769,2020-21,Social Welfare Department,Financial Evaluation,Goods,90.0
1770,2020-21,Social Welfare Department,Technical Bid Opening,Goods,120.0
1771,2020-21,Social Welfare Department,Technical Bid Opening,Services,120.0
1772,2020-21,Soil Conservation Department,AOC,Works,597.6666666666666
1773,2020-21,Soil Conservation Department,Technical Evaluation,Works,180.0
1774,2020-21,Soil Conservation Department,To be Opened,Works,477.25
1775,2020-21,Tea Tribes Welfare Department,AOC,Goods,180.0
1776,2020-21,Tea Tribes Welfare Department,Financial Bid Opening,Services,180.0
1777,2020-21,Tea Tribes Welfare Department,Technical Bid Opening,Goods,180.0
1778,2020-21,Tea Tribes Welfare Department,Technical Evaluation,Goods,180.0
1779,2020-21,Tea Tribes Welfare Department,To be Opened,Goods,365.0
1780,2020-21,Transport Department,Financial Bid Opening,Goods,180.0
1781,2020-21,Transport Department,Technical Bid Opening,Goods,180.0
1782,2020-21,Transport Department,Technical Evaluation,Services,180.0
1783,2020-21,Transport Department,To be Opened,Goods,180.0
1784,2020-21,Transport Department,To be Opened,Services,180.0
1785,2020-21,Urban Development Department,AOC,Works,123.75
1786,2020-21,Urban Development Department,Financial Bid Opening,Goods,180.0
1787,2020-21,Urban Development Department,Financial Bid Opening,Works,140.0
1788,2020-21,Urban Development Department,Financial Evaluation,Works,160.0
1789,2020-21,Urban Development Department,Technical Bid Opening,Works,121.66666666666667
1790,2020-21,Urban Development Department,Technical Evaluation,Goods,180.0
1791,2020-21,Urban Development Department,Technical Evaluation,Works,145.0
1792,2020-21,Urban Development Department,To be Opened,Goods,180.0
1793,2020-21,Urban Development Department,To be Opened,Works,166.15384615384616
1794,2020-21,Water Resources Department- World Bank Tenders,AOC,Goods,120.0
1795,2020-21,Water Resources Department- World Bank Tenders,Financial Bid Opening,Goods,120.0
1796,2020-21,Welfare of Minorities Development Department,Evaluation,Services,60.0
1797,2020-21,Welfare of Plain Tribes and Backward Classes,AOC,Goods,326.9047619047619
1798,2020-21,Welfare of Plain Tribes and Backward Classes,AOC,Works,162.85714285714286
1799,2020-21,Welfare of Plain Tribes and Backward Classes,Financial Bid Opening,Goods,208.33333333333334
1800,2020-21,Welfare of Plain Tribes and Backward Classes,Financial Bid Opening,Works,162.85714285714286
1801,2020-21,Welfare of Plain Tribes and Backward Classes,Financial Evaluation,Goods,299.11764705882354
1802,2020-21,Welfare of Plain Tribes and Backward Classes,Financial Evaluation,Services,365.0
1803,2020-21,Welfare of Plain Tribes and Backward Classes,Financial Evaluation,Works,180.0
1804,2020-21,Welfare of Plain Tribes and Backward Classes,Technical Bid Opening,Goods,125.0
1805,2020-21,Welfare of Plain Tribes and Backward Classes,Technical Bid Opening,Works,160.0
1806,2020-21,Welfare of Plain Tribes and Backward Classes,Technical Evaluation,Goods,120.41666666666667
1807,2020-21,Welfare of Plain Tribes and Backward Classes,Technical Evaluation,Works,180.0
1808,2020-21,Welfare of Plain Tribes and Backward Classes,To be Opened,Goods,307.85714285714283
1809,2020-21,Welfare of Plain Tribes and Backward Classes,To be Opened,Services,365.0
1810,2020-21,Welfare of Plain Tribes and Backward Classes,To be Opened,Works,140.93023255813952
1811,2021-22,Assam Electricity Grid Corporation Ltd,To be Opened,Works,180.0
1812,2021-22,Assam Electricity Grid Corporation Ltd. - Externally Funded Projects,To be Opened,Goods,120.0
1813,2021-22,Assam Inland Water Transport Development Society,Bid Opening,Works,120.0
1814,2021-22,Assam Inland Water Transport Development Society,To be Opened,Services,150.0
1815,2021-22,Assam Power Distribution Company Ltd,To be Opened,Services,180.0
1816,2021-22,Assam Power Generation Company Limited,To be Opened,Works,180.0
1817,2021-22,Cooperation Department,To be Opened,Goods,120.0
1818,2021-22,Department of Water Resources,To be Opened,Goods,120.0
1819,2021-22,Department of Water Resources,To be Opened,Works,120.0
1820,2021-22,Directorate of Agriculture and Assam Seed Corporation,To be Opened,Goods,120.0
1821,2021-22,Directorate of Agriculture and Assam Seed Corporation,To be Opened,Services,180.0
1822,2021-22,Directorate of Agriculture and Assam Seed Corporation,To be Opened,Works,90.0
1823,2021-22,Finance Department - World Bank Tenders,To be Opened,Goods,180.0
1824,2021-22,Health and Family Welfare Department,Technical Bid Opening,Goods,90.0
1825,2021-22,Health and Family Welfare Department,To be Opened,Goods,330.625
1826,2021-22,Industries and Commerce Department,Technical Evaluation,Services,60.0
1827,2021-22,Industries and Commerce Department,To be Opened,Goods,180.0
1828,2021-22,Industries and Commerce Department,To be Opened,Services,180.0
1829,2021-22,Industries and Commerce Department,To be Opened,Works,180.0
1830,2021-22,Pollution Control Board,To be Opened,Goods,180.0
1831,2021-22,Principal Secretary-Department of Information Technology,To be Opened,Services,180.0
1832,2021-22,Public Health Engineering Department,Technical Evaluation,Goods,90.0
1833,2021-22,Public Works Roads Department,To be Opened,Works,90.0
1834,2021-22,Water Resources Department- World Bank Tenders,To be Opened,Goods,120.0
